exercise_name,exercise_url,muscle_categories,overview,instructions,tips,video_embed_url,video_thumbnail_url,video_description,video_upload_date,equipment_required,exercise_type,experience_level,force_type,mechanics,secondary_muscles,target_muscle_group
One-Arm Landmine Row Video Exercise Guide,https://www.muscleandstrength.com/exercises/one-arm-bent-over-row.html,Barbell Exercises | Compound Exercises | Upper Back,,"Set up for the exercise by getting an Olympic bar and setting one end in a secure location where it cannot move, like the corner of the room or up against a wall. | On the opposite end of the Olympic bar, add your desired weight plate(s). | Facing the weighted end of the bar, position yourself with one leg on each side of the bar with your feet shoulder width apart. | Bend your knees slightly and place your left hand on your left knee. | With your right hand, grab the bar close to the weight plates. | Keeping your back straight, raise the bar slightly off the floor. This is the starting position for the exercise. | Pull the bar straight up with your right arm as far as possible, squeezing your shoulder blade in at the top of the movement. | Pause and slowly lower the weight back to the starting position. | Repeat for desired reps, and then repeat for the opposite side of the body.","As with all bent-over back exercises, you must keep your back straight throughout the entire exercise. Keeping your head up and eyes looking forwards will help you achieve this. Do not look down. Looking down tends to arch the back.",https://player.vimeo.com/video/756788793?h=a8aabe3a38,https://i.ytimg.com/vi//maxresdefault.jpg,One Arm Bent Over Row instruction video & exercise guide! Learn how to do one arm bent over row using correct technique for maximum results!,2009-09-16,Barbell,Strength,Intermediate,Pull,Compound,"Biceps, Lats, Lower Back, Traps",Upper Back
One-Arm Lying Dumbbell Extension Video Exercise Guide,https://www.muscleandstrength.com/exercises/one-arm-lying-dumbbell-extension.html,Dumbbell Exercises | Isolation Exercises | Triceps,,"Choose a dumbbell and sit on the end of a flat bench with the dumbbell resting on your thighs. Hold the dumbbell with a neutral grip using your left hand. | Lie back on the bench and extend the dumbbell above your head fully extending your left arm. | Bending at the elbow only, keeping your elbow fixed and pointing at your hips, slowly lower the dumbbell down beside the left side of your head until it is about level with your ear. | Pause and squeeze the triceps. Then raise the dumbbell back to the starting position. | Do not lock your elbow out, and then repeat for desired reps.",It's important to keep your elbows in and facing toward your hips. Don't let them flare out as you lower the dumbbells down. Keep the rep timing slow and control the weight throughout the set.,https://player.vimeo.com/video/756784009?h=428509354b&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,One Arm Lying Dumbbell Extension instruction video & exercise guide! Learn how to do one arm lying dumbbell extension using correct technique for maximum results!,2009-09-16,Dumbbell,Strength,Intermediate,Push,Isolation,None,Triceps
One-Arm Lying Pronated Dumbbell Extension Video Exercise Guide,https://www.muscleandstrength.com/exercises/one-arm-pronated-dumbbell-extension.html,Dumbbell Exercises | Isolation Exercises | Triceps,"The one-arm lying pronated dumbbell tricep extension is an exercise used to isolate the tricep muscles. Some believe that through rotating hand and grip positions, you can target different areas of the triceps. However, this is highly debated with this particular muscle group. So, when deciding whether or not to perform the one arm lying pronated dumbbell tricep extension over another variation, consider which hand placement feels most comfortable to you. Training the triceps in a unilateral fashion (one side at a time), as seen in the one arm lying pronated dumbbell tricep extension, is an excellent way to build a balanced and symmetrical pair of triceps.","Select the desired weight from the rack and sit in an upright position on a flat bench. | Lay back keeping the weight close to your chest. Once your back is flat against the pad, press the weights to lockout using a neutral grip. | Rotate the dumbbell to a pronated position (thumbs pointing inward) and lower the weight towards your shoulder by unlocking the elbow. | Once your forearm reaches parallel or just below, drive the dumbbell back to the starting point by extending the elbow and flexing the tricep. | Repeat for the desired number of repetitions on both sides.","Don’t overextend through the lumbar spine, keep your ribcage down by maintaining tension through the abs and glutes. Using a slow eccentric (lowering portion) of the exercise can help to improve tension and mind muscle connection. Keep the head in a fairly neutral position, don’t allow the neck to jut forward as this may place excessive pressure on the cervical spine.",https://www.youtube.com/embed/OfOtqWEeqrY?rel=0,https://i.ytimg.com/vi/OfOtqWEeqrY/maxresdefault.jpg,One Arm Pronated Dumbbell Extension instruction video & exercise guide! Learn how to do one arm pronated dumbbell extension using correct technique for maximum results!,2009-09-16,Dumbbell,Strength,Beginner,Push (Unilateral),Isolation,None,Triceps
One-Arm Lying Rear Delt Fly Video Exercise Guide,https://www.muscleandstrength.com/exercises/one-arm-lying-dumbbell-reverse-fly.html,Dumbbell Exercises | Isolation Exercises | Shoulders,"The one-arm lying rear delt fly is a great exercise to assist you in building a complete set of shoulders as it targets the rear delts, an often lagging muscle for many lifters. Strengthening the rear delts can lead to improved posture and a greater level of strength on other lifts. Performing unilateral movements can help improve weaknesses, balance your strength and aesthetic physique, and work towards reducing injuries by addressing imbalances in the body.","Grab a dumbbell and position yourself with your chest flat on a bench. Your feet can be straight out behind you or used for stability on the floor. | Allow your arm to hang below the bench, and grab the dumbbell with a neutral grip. This is the starting position. | Take a deep breath and pull the dumbbell towards the ceiling using the rear deltoids. | Slowly lower the dumbbell back to the starting position under control. | Repeat for the desired number of repetitions, and then repeat on your opposite arm.",Focus on the rear deltoids and not the scapular retractors. Keep movement at the shoulder blade should be limited. If you experience shoulder pain during the movement then it may be beneficial to rotate the dumbbells until the thumbs are pointing away from one another and the palms are facing forward. This is also known as a supinated grip and will externally rotate the shoulder. Use slow and controlled movement and don’t rely on momentum. Allow the arms to move freely but avoid locking out the elbows.,https://player.vimeo.com/video/760007777?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,One Arm Lying Dumbbell Reverse Fly instruction video & exercise guide! Learn how to do one arm lying dumbbell reverse fly using correct technique for maximum results!,2009-09-16,Dumbbell,Strength,Intermediate,Pull,Isolation,None,Shoulders
One-Arm Machine Row Video Exercise Guide,https://www.muscleandstrength.com/exercises/one-arm-machine-row.html,Machine Exercises | Upper Back,,"Adjust the seat so that your knees are slightly bent and the handles are around chest height. Set the weight to your desired level. | Grab a handle with a neutral grip, keeping your arm extended and your elbow slightly bent. This is the starting position. | Engage your back muscles and pull the handle towards your torso. | Slowly return the handle to the starting position, extending your arm fully while maintaining control. This is one repetition. | Perform the desired number of repetitions, keeping your movements smooth and controlled. Then repeat on the opposite arm.","Maintain good posture. Sit tall with your chest up and back straight, not rounded. Engage your core to avoid excessive arching in your lower back. Focus on pulling with your back muscles (lats, rhomboids, and traps) rather than using your arms. Your elbows should travel close to your body as you row. Avoid leaning back or using momentum to pull the weight.",https://player.vimeo.com/video/877881203?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,One Arm machine Row instruction video & exercise guide! Learn how to do one arm machine row using correct technique for maximum results!,2009-09-16,Machine,Strength,Beginner,Pull,Compound,"Biceps, Lats",Upper Back
One-Arm Neutral Grip Dumbbell Shoulder Press Video Exercise Guide,https://www.muscleandstrength.com/exercises/one-arm-standing-palms-in-dumbbell-press.html,Compound Exercises | Dumbbell Exercises | Shoulders,"The one-arm neutral grip dumbbell shoulder press is a variation of the standing dumbbell shoulder press and is an exercise used to strengthen the muscles of the shoulders. The overhead press is a foundational movement for establishing baseline strength and building a completely balanced physique. Utilizing dumbbells as opposed to performing with a barbell will allow the individual to strengthen each side of the muscle equally. Using a neutral grip can be beneficial to alleviate shoulder and elbow pain many experience while pressing. Performing unilateral movements can also help improve weaknesses, balance your strength and aesthetic physique, and work towards reducing injuries by addressing imbalances in the body. The exercise can be included in shoulder workouts , push workouts, upper body workouts, and full body workouts .","Grab a dumbbell with a neutral grip and assume a shoulder-width stance. | Raise the dumbbell to around shoulder height while maintaining a neutral grip. You can place your other hand on your waist for support. This is the starting position. | Slowly press the dumbbell overhead by extending the elbows and contracting the deltoids. | Once your arm is fully extended, begin lowering the dumbbell back down to the starting position. | Repeat this movement for the desired amount of reps, and then repeat with your other arm.","Always use a full range of motion and control the dumbbell throughout the set. As you press the dumbbell overhead, exhale and drive the bicep to the ear. If you sense any pressure in your neck or traps during the movement, look to address a lack of thoracic spine extension or shoulder flexion . If you have lower back problems, the seated neutral grip dumbbell shoulder press may be a better version to try.",https://player.vimeo.com/video/760002420?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,One Arm Standing Palms In Dumbbell Press instruction video & exercise guide! Learn how to do one arm standing palms in dumbbell press using correct technique for maximum results!,2009-09-16,Dumbbell,Strength,Beginner,Push,Compound,Triceps,Shoulders
One-Arm Neutral Grip Dumbbell Wrist Curl (Over Bench) Video Exercise Guide,https://www.muscleandstrength.com/exercises/one-arm-neutral-dumbbell-wrist-curl-over-bench.html,Dumbbell Exercises | Forearms | Isolation Exercises,"The one-ar neutral grip dumbbell wrist curl is an exercise used to target the muscles of the forearms. Using a bench allows you to focus more on the movement by providing extra stability. Having strong forearms, and training the forearms in multiple ways, will allow you to lift heavier weights in many exercises simply by strengthening your grip. Performing unilateral movements can also help improve weaknesses, balance your strength and aesthetic physique, and work towards reducing injuries by addressing imbalances in the body. Forearms can be a resistant muscle to grow and may require a higher training frequency to experience a noticeable difference in forearm strength and size.","Grab a dumbbell using a neutral grip (palm facing in) and kneel in front of a flat bench. | Rest the back of your forearm on top of the bench so that your writ is just off the end of it. | Bending only at the wrist, let the dumbbell drop as far as possible. This is the starting position for the exercise. | Slowly curl the dumbbell up towards your body using your wrist. Squeeze the forearm muscles at the top of the movement. | Pause, and then slowly lower the dumbbell back to the starting position. | Repeat for desired reps, and then repeat on your other wrist.","Keep the rep timing slow, and pause/squeeze the forearms for a count of two at the top of the movement for added intensity. Use a full range of motion by allowing the weight to drop as far as possible at the bottom of the movement.",https://player.vimeo.com/video/760002635?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,One Arm Neutral Dumbbell Wrist Curl Over Bench instruction video & exercise guide! Learn how to do one arm neutral dumbbell wrist curl over bench using correct technique for maximum results!,2009-09-16,Dumbbell,Strength,Beginner,Pull,Isolation,None,Forearms
One-Arm Prone Hammer Curl Video Exercise Guide,https://www.muscleandstrength.com/exercises/one-arm-prone-hammer-dumbbell-curl.html,Biceps | Dumbbell Exercises | Isolation Exercises,,"Set up for the one-arm prone hammer curl by setting an adjustable back bench to an angle of around 30-40 degrees. | Grab a dumbbell with one arm and position yourself with your chest against the bench (prone position). | Your feet should be used for stability on the floor, your shoulders should be about level with the top of the back padding and your arm should be hanging - holding the dumbbell with a neutral grip (palm facing towards your body). | Put the tension on your bicep by slightly bending your arm. This is the starting position for the exercise. | Keeping your elbow fixed, slowly curl the dumbbell up as far as possible. | Squeeze the bicep and slowly lower the dumbbell back to the starting position. | Repeat for desired reps, and then repeat the same on the other arm.",Your elbow should be fixed throughout the movement. Only your forearm should be moving. Keep the rep timing slow and control the weight.,https://player.vimeo.com/video/756794497?badge=0&amp;autopause=0&amp;quality_selector=1&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,One Arm Prone Hammer Dumbbell Curl instruction video & exercise guide! Learn how to do one arm prone hammer dumbbell curl using correct technique for maximum results!,2009-09-16,Dumbbell,Strength,Beginner,Pull,Isolation,Forearms,Biceps
One-Arm Prone Incline Dumbbell Curl Video Exercise Guide,https://www.muscleandstrength.com/exercises/one-arm-prone-dumbbell-curl.html,Biceps | Dumbbell Exercises | Isolation Exercises,,"Set up for the one-arm prone incline dumbbell curl by setting an adjustable bench to an angle of around 30-40 degrees. | Grab a dumbbell with one arm and position yourself with your chest on the back of the bench (prone position). | Use your feet to stabilize yourself, and position your shoulders to be level with the top of the bench. One arm should be hanging, holding the dumbbell with an underhand grip (palms facing up). | You can use the free arm for stability. | Put the tension on your bicep by slightly bending your hanging arm. This is the starting position for the exercise. | With your elbow fixed, slowly curl the dumbbell up as far as possible. | Squeeze the bicep and slowly lower the dumbbell back to the starting position. | Repeat for desired reps, and then repeat for the other arm.","Keep the rep timing slow and control the weight on the way down. Use a full range of motion by allowing the weight to go down, while keeping the tension on the bicep muscle. Keep your elbow fixed. Don't allow it to come forward as you curl the weight up. Only your forearm should be moving.",https://player.vimeo.com/video/756794439?badge=0&amp;autopause=0&amp;quality_selector=1&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,One Arm Prone Dumbbell Curl instruction video & exercise guide! Learn how to do one arm prone dumbbell curl using correct technique for maximum results!,2009-09-16,Dumbbell,Strength,Beginner,Pull,Isolation,None,Biceps
One-Arm Reverse Grip Dumbbell Preacher Curl Video Exercise Guide,https://www.muscleandstrength.com/exercises/one-arm-reverse-dumbbell-preacher-curl.html,Dumbbell Exercises | Forearms | Isolation Exercises,"The preacher curl is an exercise used to isolate the biceps. The angle used when performing preacher curl variations allows for a more focused concentric portion of the curl. This is especially helpful when trying to build bicep peaks and promote a pump in the biceps. The preacher curl is an isolation movement that is best used toward the end of your workouts if your goal is building a more aesthetic physique. Performing unilateral movements can help improve weaknesses, balance your strength and aesthetic physique, and work towards reducing injuries by addressing imbalances in the body.","Select a dumbbell and sit in an upright position with your chest flat against the preacher bench. | Keep your upper arm pressed into the pad and hold the dumbbell with an overhand grip (palms facing down). | Extend your arm until your bicep is fully lengthened. This is the starting position. | Take a deep breath and curl the weight by bending at the elbow until the dumbbell is at shoulder height. | Squeeze the biceps at the top of the movement and slowly lower the dumbbell back to the starting position. | Repeat for the desired number of repetitions, and then repeat on your opposite arm.",,https://player.vimeo.com/video/760008523?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,One Arm Reverse Dumbbell Preacher Curl instruction video & exercise guide! Learn how to do one arm reverse dumbbell preacher curl using correct technique for maximum results!,2009-09-16,Dumbbell,Strength,Beginner,Pull,Isolation,Biceps,Forearms
One-Arm Seated Arnold Press Video Exercise Guide,https://www.muscleandstrength.com/exercises/one-arm-seated-arnold-press.html,Compound Exercises | Dumbbell Exercises | Shoulders,"The one-arm seated Arnold press is a variation of the seated Arnold press and an exercise utilized to build shoulder muscle size and strength. The Arnold press, named after Arnold Schwarzenegger himself, is an exercise used to target every single head of the deltoid. The exercise is best used by those seeking aesthetic benefits due to its long time under tension, but can also be used as an accessory movement by those attempting to build strength. Performing unilateral movements can help improve weaknesses, balance your strength and aesthetic physique, and work towards reducing injuries by addressing imbalances in the body.","Set the back of an adjustable bench to 90 degrees. You can also use a flat bench without back support. | Grab a dumbbell and sit with your feet firmly planted on the floor for stability. | Raise the dumbbell to around shoulder height, and rotate your wrist so that your palm is facing your body. This is the starting position. | Slowly press the dumbbell overhead by extending the elbows and contracting the deltoids. As you press, rotate the dumbbell until your palm is facing forward. | Once your arm is almost fully extended, begin lowering the dumbbell back down to the starting position - rotating your wrist until your palm is facing your body once again. | Repeat this movement for the desired amount of reps, and then repeat with your other arm.","Always use a full range of motion and control the dumbbell throughout the set. As you press the dumbbell overhead, exhale and drive the bicep to the ear. If you sense any pressure in your neck or traps during the movement, look to address a lack of thoracic spine extension or shoulder flexion .",https://player.vimeo.com/video/760007717?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,One Arm Seated Arnold Press instruction video & exercise guide! Learn how to do one arm seated arnold press using correct technique for maximum results!,2009-09-16,Dumbbell,Strength,Intermediate,Push,Compound,Triceps,Shoulders
One-Arm Seated Bent Over Dumbbell Kickback Video Exercise Guide,https://www.muscleandstrength.com/exercises/one-arm-seated-bent-over-dumbbell-kickback.html,Dumbbell Exercises | Isolation Exercises | Triceps,,"Select the appropriate dumbbell and place it on the floor in front of a flat bench. | Sit on the edge of the bench and pick the dumbbell up with your left hand using a neutral grip (palm facing inward). | Get into the starting position by keeping your back straight and bending over at the waist. Your torso should almost be parallel to the floor. | Tuck your upper arms close to your torso and bend at the elbows, forming a 90-degree angle with your upper arms and forearms. This is the starting position. | Moving only at the elbow, raise the dumbbell behind you until your left arm is fully extended. | Pause, and then lower the dumbbell back to the starting position. | Repeat this movement for desired reps and then repeat using your right arm.","Focus on moving the weight with your triceps, keeping control of the weight as you slowly lower the dumbbells back to the starting position. Keep your body as still as possible, moving only your forearms. Keep your head up and your eyes forward throughout the exercise.",https://player.vimeo.com/video/756783986?h=2454628d21&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,One-Arm Seated Bent-Over Dumbbell Kickback instruction video & exercise guide! Learn how to do one arm seated bent-over dumbbell kickback using the correct technique for maximum results!,2009-09-16,Dumbbell,Strength,Beginner,Push,Isolation,None,Triceps
One-Arm Seated Cable Row Video Exercise Guide,https://www.muscleandstrength.com/exercises/one-arm-cable-row.html,Cable Exercises | Compound Exercises | Upper Back,,"Attach a single handle to the low pulley cable machine and set the amount of weight you want to use. | Sit down facing the cable with your knees slightly bent. | With your right hand, grab the handle using an overhand grip and take the weight off the stack. | Keep your back straight and shoulders back. Slowly pull the weight towards your side twisting at the wrist. | Pull the weight as far as possible, and squeeze your shoulder blade at the top of the movement. | Pause, and then slowly lower the weight back to the starting position (do not let the weight touch the stack). | Repeat for desired reps, and then repeat for the other arm.",Keep your shoulder fixed throughout the movement. Do not let your shoulder come forward with your arm. If you have a weak side (usually the left for most people) make sure you do that side first to correct any imbalances.,https://player.vimeo.com/video/756788697?h=9127d16707,https://i.ytimg.com/vi//maxresdefault.jpg,One Arm Seated Cable Row instruction video & exercise guide! Learn how to do one arm seated cable row using correct technique for maximum results!,2009-09-16,Cable,Strength,Beginner,Pull,Compound,"Biceps, Lats, Triceps",Upper Back
One-Arm Seated Dumbbell Curl Video Exercise Guide,https://www.muscleandstrength.com/exercises/one-arm-seated-dumbbell-curl.html,Biceps | Isolation Exercises,,"Set up for the one-arm seated dumbbell curl by grabbing a flat bench or adjustable bench and placing a dumbbell at one end. If you're using an adjustable bench, adjust the back to a 90-degree angle. | Sit on the end of the bench with your feet out in front of you and your knees together. | Pick up the dumbbell with one hand and bend the arm slightly to take the tension into the bicep. This is the starting position for the exercise. | With your back straight and your elbow tucked in at your side, slowly curl the dumbbell up as far as possible. | Squeeze the bicep hard, and then slowly lower the weight back to the starting position. | Repeat for desired reps, and then repeat for the other arm.","Keep the rep timing slow and control the weight throughout the set. Keep your elbow tucked in at your side, don't allow it to come forward as you move the weight. Only your forearm should move.",https://player.vimeo.com/video/756794231?badge=0&amp;autopause=0&amp;quality_selector=1&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,One Arm Seated Dumbbell Curl instruction video & exercise guide! Learn how to do one arm seated dumbbell curl using correct technique for maximum results!,2009-09-16,Dumbbell,Strength,Beginner,Pull,Isolation,None,Biceps
One-Arm Seated Dumbbell Extension Video Exercise Guide,https://www.muscleandstrength.com/exercises/one-arm-seated-dumbbell-extension.html,Dumbbell Exercises | Isolation Exercises | Triceps,,"Choose a dumbbell and sit on the end of a flat bench or a 90-degree back bench with the dumbbell resting on your thighs. | Hold the dumbbell with a pronated grip (palm facing your feet) with your left hand and lift the dumbbell above your head until your arm is fully extended. | You can brace your right arm by placing your right hand on your knee or across your stomach. | Bending at the elbow only, slowly lower the dumbbell down behind the right side of your head until it is about level with your right ear. | Pause and squeeze the tricep. Then raise the dumbbell back to the starting position. | Do not lock your elbow out and then repeat for desired reps. | Repeat the motion with your right arm.",Keep the rep timing slow and control the weight throughout the set. Focus on moving the weight with your triceps and only moving your forearms. Keep the rest of your body as still as possible.,https://player.vimeo.com/video/756784121?h=c8ff6cb098&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,One Arm Seated Dumbbell Extension instruction video & exercise guide! Learn how to do one arm seated dumbbell extension using correct technique for maximum results!,2009-09-16,Dumbbell,Strength,Intermediate,Push,Isolation,None,Triceps
One-Arm Seated Dumbbell Front Raise Video Exercise Guide,https://www.muscleandstrength.com/exercises/one-arm-seated-dumbbell-front-raise.html,Dumbbell Exercises | Isolation Exercises | Shoulders,"The seated one-arm dumbbell front raise is a shoulder exercise used to target the front deltoids. The front deltoid is involved in several pressing movements and working to increase the strength of this muscle group can have a positive carry-over into your heavy pushing lifts. Performing unilateral movements can help improve weaknesses, balance your strength and aesthetic physique, and work towards reducing injuries by addressing imbalances in the body. From an aesthetic standpoint, bigger front deltoids can lead to the appearance of a complete set of shoulders and a wider framed upper body.","Grab a dumbbell and sit on the end of a bench while maintaining a straight back. | Inhale, brace your abs and raise your arm vertically while holding the dumbbell with a pronated grip. Keep a slight bend in your elbow. | Once your arm is parallel with the floor, slowly lower the dumbbell back to the starting position. | Repeat for the desired number of repetitions, and then repeat on the other arm.","Practice good form by using a lighter weight. Don’t lean back as you raise your arms, keep the motion under control, and don’t rely on momentum. Try not to bounce at the top of the movement, allow the shoulders to flex and then lower slowly.",https://player.vimeo.com/video/760007735?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,One Arm Seated Dumbbell Front Raise instruction video & exercise guide! Learn how to do one arm seated dumbbell front raise using correct technique for maximum results!,2009-09-16,Dumbbell,Strength,Beginner,Pull,Isolation,None,Shoulders
One-Arm Seated Dumbbell Kickback Video Exercise Guide,https://www.muscleandstrength.com/exercises/one-arm-seated-dumbbell-kickback.html,Dumbbell Exercises | Isolation Exercises | Triceps,,"Choose a dumbbell and place it on the floor in front of a flat bench. | Sit on the edge of the bench and pick the dumbbell up from the floor with your left hand using a neutral grip (palms facing inward). | Get into the starting position by keeping your back straight and bending over at the waist. | Your torso should almost be parallel to the floor. | Tuck your upper arms close to your torso and bend at the elbows, forming a 90-degree angle with your upper arms and forearms. This is the starting position. | Moving only at the elbow joint, raise the dumbbell behind you until your arm is fully extended. | Pause, and then lower the dumbbell back to the starting position. | Repeat this movement for desired reps and then repeat using your right arm.","Focus on moving the weight with your triceps, keeping control of the weight as you slowly lower the dumbbells back to the starting position. Keep your body as still as possible, moving only your forearms. Keep your head up and your eyes forward throughout the exercise.",https://player.vimeo.com/video/756784078?h=b5a5883f32&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,One Arm Seated Dumbbell Kickback instruction video & exercise guide! Learn how to do one arm seated dumbbell kickbacks using correct technique for maximum results!,2012-01-09,Dumbbell,Strength,Beginner,Push,Isolation,None,Triceps
One-Arm Seated Dumbbell Lateral Raise Video Exercise Guide,https://www.muscleandstrength.com/exercises/seated-one-arm-dumbbell-lateral-raise.html,Dumbbell Exercises | Isolation Exercises | Shoulders,"The one-arm seated dumbbell lateral raise exercise is a variation of the dumbbell lateral raise used to isolate the muscles of the shoulder. Performing unilateral movements can help improve weaknesses, balance your strength and aesthetic physique, and work towards reducing injuries by addressing imbalances in the body.",Grab a dumbbell with a neutral grip and sit on the edge of a flat bench with your feet around shoulder width apart. This is the starting position for the exercise. | Slowly raise the dumbbell to around shoulder height. | Pause and slowly lower the dumbbell back to the starting position. | Repeat for desired reps and then repeat with your other arm.,"Focus on keeping the reps slow and controlled. Because this is an isolation exercise, the focus should be on correctly working the muscle - not moving as much weight as possible. Don't bring your arms up too high - up to shoulder height is far enough. If you encounter pain in the shoulder while performing the movement, consider implementing one of the following tweaks: Tilt your pinkies slightly higher than your thumbs. Imagine you’re pouring out a cup of water. Turn your palms forward so that your thumbs are pointing away from your body. This will put the shoulder in a more externally rotated position and potentially open up the shoulder joint to allow for a bit more movement.",https://player.vimeo.com/video/760002449?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,Seated One Arm Dumbbell Lateral Raise instruction video & exercise guide! Learn how to do seated one arm dumbbell lateral raise using correct technique for maximum results!,2009-09-16,Dumbbell,Strength,Beginner,Pull,Isolation,None,Shoulders
One-Arm Seated Dumbbell Shoulder Press Video Exercise Guide,https://www.muscleandstrength.com/exercises/one-arm-seated-dumbbell-press.html,Dumbbell Exercises | Shoulders,"The one-arm seated dumbbell shoulder press is a variation of the seated dumbbell shoulder press and an exercise used to strengthen the muscles of the shoulders. The overhead press is a foundational movement for establishing baseline strength and building a completely balanced physique. Utilizing dumbbells as opposed to performing with a barbell will allow the individual to strengthen each side of the muscle equally. Performing unilateral movements can help improve weaknesses, balance your strength and aesthetic physique, and work towards reducing injuries by addressing imbalances in the body. The exercise can be included in shoulder workouts , push workouts, upper body workouts, and full body workouts .","Set up for the exercise by grabbing a dumbbell and sitting on a bench with your feet around shoulder width apart. | Raise the dumbbell to shoulder height and rotate your palm to face forward. | Take a deep breath then press the dumbbell overhead by extending the elbows and contracting the deltoids. | Slowly lower the dumbbell back to the starting position (the arms should be roughly 90 degrees or slightly lower depending upon limb lengths). | Repeat for the desired number of repetitions, then repeat with your opposite arm.","Always use a full range of motion and control the dumbbell throughout the set. As you press the dumbbell overhead, exhale and drive the bicep to the ear. If you sense any pressure in your neck or traps during the movement, look to address a lack of thoracic spine extension or shoulder flexion .",https://player.vimeo.com/video/760007701?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,One Arm Seated Dumbbell Press instruction video & exercise guide! Learn how to do one arm seated dumbbell press using correct technique for maximum results!,2009-09-16,Dumbbell,Strength,Beginner,Push,Compound,Triceps,Shoulders
One-Arm Seated Dumbbell Wrist Curl Video Exercise Guide,https://www.muscleandstrength.com/exercises/one-arm-seated-dumbbell-wrist-curl.html,Dumbbell Exercises | Forearms | Isolation Exercises,"The one-arm seated dumbbell wrist curl is an exercise used to target the muscles of the forearms. Having strong forearms, and training the forearms in multiple ways, will allow you to lift heavier weights in many exercises simply by strengthening your grip. Performing unilateral movements can also help improve weaknesses, balance your strength and aesthetic physique, and work towards reducing injuries by addressing imbalances in the body. Forearms can be a resistant muscle to grow and may require a higher training frequency to experience a noticeable difference in forearm strength and size.","Grab a dumbbell using a supinated grip (palm facing up) and sit down on the end of a flat bench. | Bending only at the wrists, let the dumbbell drop as far as possible. This is the starting position for the exercise. | Slowly curl the dumbbell towards your body using your wrists. Squeeze the forearm muscles at the top of the movement. | Pause, and then slowly lower the dumbbell back to the starting position. | Repeat for desired reps, then repeat on the other wrist.","Keep the rep timing slow, and pause/squeeze the forearms for a count of two at the top of the movement for added intensity. Use a full range of motion by allowing the weight to drop as far as possible at the bottom of the movement.",https://player.vimeo.com/video/760002526?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,One Arm Seated Dumbbell Wrist Curl instruction video & exercise guide! Learn how to do one arm seated dumbbell wrist curl using correct technique for maximum results!,2009-09-16,Dumbbell,Strength,Beginner,Pull,Isolation,None,Forearms
One-Arm Seated Hammer Curl Video Exercise Guide,https://www.muscleandstrength.com/exercises/one-arm-seated-hammer-curl.html,Biceps | Dumbbell Exercises | Isolation Exercises,,"Grab a dumbbell with a neutral grip and sit on the end of a bench with your feet around shoulder width apart. | Bend the arm slightly to keep tension in the bicep. This is the starting position for the exercise. | With your elbows tucked in at your sides, slowly curl up the dumbbell up as far as possible while maintaining a neutral grip. | Contract the bicep muscle at the top of the movement, and then slowly lower the dumbbell back to the starting position. | Squeeze the bicep muscle hard, and then slowly lower the dumbbell back to the starting position. | Repeat for desired reps, and then repeat on the other arm.","As a general rule, always work the weakest part of your body first. For most people, this will mean doing the left arm before the right. Keep your body fixed throughout the movement. Do not swing back. Only your forearm should be moving. The rep timing should be slow and the weight should be controlled on the way down.",https://player.vimeo.com/video/756794243?badge=0&amp;autopause=0&amp;quality_selector=1&amp;player_id=0&amp;app_id=58479,https://i.ytimg.com/vi//maxresdefault.jpg,One Arm Seated Hammer Curl instruction video & exercise guide! Learn how to do one arm seated hammer curl using correct technique for maximum results!,2009-09-16,Dumbbell,Strength,Beginner,Pull,Isolation,Forearms,Biceps
