muscle_group,muscle_group_url,exercise_name,exercise_url,overview,description,force,mechanics,equipment,difficulty,primary_muscles,secondary_muscles,steps,image_url,scrape_status
Traps,https://www.muscleandstrength.com/exercises/traps,T-Bar Machine Shrug ,https://www.muscleandstrength.com/exercises/t-bar-machine-shrug,"The t-bar machine shrug is an exercise one can use to isolate the muscles of the traps. As opposed to targeting the upper traps, as most shrug variations tend to do, the t-bar machine shrug emphasizes the use of the mid and lower trap area. It is important to train them all to have a well develop set of traps.","The t-bar machine shrug is an exercise one can use to isolate the muscles of the traps. As opposed to targeting the upper traps, as most shrug variations tend to do, the t-bar machine shrug emphasizes the use of the mid and lower trap area. It is important to train them all to have a well develop set of traps.",Pull (Bilateral),Isolation,Machine,Intermediate,Traps,"Shoulders, Upper Back","Assume a prone position on a t-bar machine with your chest on the pad. || Reach forward and grab the handle with a semi pronated grip. || Contract the traps and retract your shoulder blades together to activate all of the traps. Squeeze hard at the top and slowly lower the dumbbells back to the starting position. || Repeat for the desired number of repetitions. || Looking slightly up while shrugging may enhance the contraction as traps help to control movement of the skull. This motion should be smooth and controlled, as a ballistic movement could result in a neck injury. || The traps tend to respond well to high reps and explosive movements (e.g. snatch grip high pulls) so program your accessory work accordingly. || Limit momentum and excessive jerking or bouncing of the weight. No one cares about how much you shrug. || Don’t allow the head to jut forward excessively as you squeeze the traps, this can put the neck in a compromised position and result in an injury. || Adding a pause at the top of the movement can help to enhance the mind muscle connection.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Traps.jpg,ok
Traps,https://www.muscleandstrength.com/exercises/traps,Tate Press ,https://www.muscleandstrength.com/exercises/tate-press.html,,,Push,Compound,Dumbbell,Intermediate,Traps,"Chest, Shoulders","Lie down on a flat bench holding two dumbbells above your chest, arms fully extended. This is the starting position. || Slowly lower the dumbbells by bending at your elbows. The weights should come down beside your chest and your elbows should be pointed outward. || Stop when the dumbbells are just above your chest and your elbows are fully bent. || Extend your elbows to press the dumbbells back up to the starting position. This is one rep. || Repeat for the desired number of repetitions.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Traps.jpg,ok
Traps,https://www.muscleandstrength.com/exercises/traps,Trap Bar Shrug ,https://www.muscleandstrength.com/exercises/trap-bar-shrug,"The trap bar shrug is a variation of the barbell shrug and an exercise used to isolate the traps. The main difference in a trap bar shrug is the hand placement and bar used. By utilizing a neutral hand placement, you’ll be able to maintain proper posture, avoid shoulder impingement, and utilize a heavy load to target the muscles of the traps.","The trap bar shrug is a variation of the barbell shrug and an exercise used to isolate the traps. The main difference in a trap bar shrug is the hand placement and bar used. By utilizing a neutral hand placement, you’ll be able to maintain proper posture, avoid shoulder impingement, and utilize a heavy load to target the muscles of the traps.",Pull (Bilateral),Isolation,Trap Bar,Beginner,Traps,"Shoulders, Traps","Position the safeties just below waist height in a rack. || Assume a standing position with your body positioned inside of the trap bar. || Hinge forward, inhale, and grab the bar with a double overhand grip. || Stand up tall and ensure your spine remains neutral. || Contract the traps to elevate the shoulders. Squeeze hard at the top and slowly lower the bar back to the starting position. || Repeat for the desired number of repetitions. || Looking slightly up while shrugging may enhance the contraction as traps help to control movement of the skull. This motion should be smooth and controlled, as a ballistic movement could result in a neck injury. || The traps tend to respond well to high reps and explosive movements (e.g. snatch grip high pulls) so program your accessory work accordingly. || Limit momentum and excessive jerking or bouncing of the weight. No one cares about how much you shrug. || Don’t allow the head to jut forward excessively as you squeeze the traps, this can put the neck in a compromised position and result in an injury. || Adding a pause at the top of the movement can help to enhance the mind muscle connection.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Traps.jpg,ok
Traps,https://www.muscleandstrength.com/exercises/traps,Trap Lacrosse Ball ,https://www.muscleandstrength.com/exercises/trap-lacrosse-ball,"Using a lacrosse ball to perform smr on your traps is a great way to warm up and cool down for your workout , especially if you plan to perform upper body exercises that require the traps to be more mobile. When you perform smr on the traps, or any muscle group for that matter, you alleviate some of the tension that is built up during the day and your workouts.","Using a lacrosse ball to perform smr on your traps is a great way to warm up and cool down for your workout , especially if you plan to perform upper body exercises that require the traps to be more mobile. When you perform smr on the traps, or any muscle group for that matter, you alleviate some of the tension that is built up during the day and your workouts.",Compression,Isolation,Lacrosse Ball,Intermediate,Traps,None,"In a supine position, place the lacrosse ball directly underneath the base of the trap. || Bridge your hips up to apply pressure into the lacrosse ball and roll back and forth. You can also move the arm overhead and across the body to “tack and floss” the trap and improve results. || Roll slowly for 20-30 seconds, “tack and floss” for 5-10 repetitions, and repeat on the other side. || The most important thing you can remember with any soft tissue work: KEEP BREATHING. Don’t hold your breath, you want to release tension, not generate it. || Do not allow yourself to fall into overextension, keep tension through the abs. || If you find a tender spot, pause for 5-6 seconds and focus on slow, deep breaths and try to relax. || Performing SMR may be uncomfortable but that’s not an excuse to avoid it. It hurts because there may be physiological or neurological influences generating a pain response. The more you roll the better it’ll feel provided there’s no serious underlying mechanism. || If you notice any burning, numbness, or tingling, keep moving past that area. It’s likely a nerve and pausing on it for any length of time would not be a good idea. || If you find a sensitive spot, pause for a second and take the joint through flexion and extension. This a method of active release known as “tack and floss”.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Traps.jpg,ok
Traps,https://www.muscleandstrength.com/exercises/traps,Barbell Upright Row ,https://www.muscleandstrength.com/exercises/upright-row.html,"The Barbell Upright Row is a compound exercise that primarily targets the shoulders, specifically the lateral deltoids, and the upper traps. It also engages the biceps and forearms. The movement involves lifting a barbell straight up along the body, leading with the elbows, and then lowering it back down. This exercise helps build shoulder strength, improve posture , and develop upper body muscle definition.","The Barbell Upright Row is a compound exercise that primarily targets the shoulders, specifically the lateral deltoids, and the upper traps. It also engages the biceps and forearms. The movement involves lifting a barbell straight up along the body, leading with the elbows, and then lowering it back down. This exercise helps build shoulder strength, improve posture , and develop upper body muscle definition.",Pull,Compound,Barbell,Beginner,Traps,"Biceps, Shoulders","Stand with feet shoulder-width apart. Grip the barbell with hands about shoulder-width apart, palms facing your thighs. || Hold the barbell firmly in front of your thighs. Stand tall, chest up, and shoulders back. This is the starting position. || Lift the bar straight up along your body, leading with your elbows. Keep the bar close to your torso. || Raise the bar around chest level, with your elbows higher than your wrists. || Slowly lower the bar back to the starting position, maintaining control. This is one rep. || Perform the desired number of repetitions, focusing on form and controlled movements.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Traps.jpg,ok
Traps,https://www.muscleandstrength.com/exercises/traps,Wide Grip Upright Row ,https://www.muscleandstrength.com/exercises/wide-grip-upright-rows.html,,,Pull,Compound,Barbell,Intermediate,Traps,"Lats, Shoulders","Load up a barbell with the weight you want to use and stand facing it with your feet around shoulder width apart. || Grasp the barbell with an overhand grip, and hands slightly wider than shoulder width apart. || Pick the bar up, bending at the knees and keeping your back straight. || Keeping your back straight and eyes facing forwards, lift the bar straight up while keeping it as close to your body as possible (you should pull the bar up to around chest height - nearly touching your chin). || Pause, and then slowly lower the bar back to the starting position.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Traps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Alternating Bent-Over Dumbbell Kickback ,https://www.muscleandstrength.com/exercises/alternate-bent-over-dumbbell-kickback.html,,,Push,Isolation,Dumbbell,Beginner,Triceps,None,"Select the appropriate dumbbells and place them on the floor in front of you. || Bending at the knees and keeping your back straight, squat down and pick up the dumbbells with a neutral grip (palms facing inward). Your feet should be around shoulder-width apart. || Get into the starting position by keeping your back straight, bending slightly at the knees, and bending over at the waist. Your torso should almost be parallel to the floor. || Tuck your upper arms close to your torso and bend at the elbows, forming a 90-degree angle with your upper arms and forearms. This is the starting position. || Beginning with your left arm and moving only at the elbow, raise the dumbbell behind you until your arm is fully extended. || Pause, and then lower the dumbbell back to the starting position. || Repeat this movement with your right arm and then repeat for desired reps.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Alternating Dumbbell Floor Press ,https://www.muscleandstrength.com/exercises/alternate-dumbbell-floor-press,"The alternate dumbbell floor press is an exercise used to strengthen the triceps. It will also indirectly target the muscles of the chest, shoulders, and the core to a lesser extent. The alternate dumbbell floor press is a variation of the dumbbell floor press . Both are great accessory exercises for those looking to increase their bench press . They can also be used as a pressing exercise to grow the triceps.","The alternate dumbbell floor press is an exercise used to strengthen the triceps. It will also indirectly target the muscles of the chest, shoulders, and the core to a lesser extent. The alternate dumbbell floor press is a variation of the dumbbell floor press . Both are great accessory exercises for those looking to increase their bench press . They can also be used as a pressing exercise to grow the triceps.",Push (Unilateral),Compound,Dumbbell,Beginner,Triceps,"Chest, Shoulders","Begin sitting on the floor in an upright position with your legs straight and the dumbbells vertically balanced on the floor. || Pick up each dumbbell and set it high in your hip crease while maintaining a tight grip. || Slowly lay back while keeping the dumbbells close to your chest and bend your knees to roughly 45 degrees and move your feet up slightly. || Press the weights to full extension by contracting your triceps and chest. || Slowly lower one dumbbell under control as far as comfortably possible (the handle should be about level with your chest) while keeping the other locked out at the top. || Contract the chest and triceps to push the dumbbell back to the starting position. || Slowly lower the other dumbbell under control until your elbow touches the floor while keeping the other locked out at the top. || To complete the exercise, simply lower the weights to the ground in “controlled drop” fashion. It should be a smooth motion but not one requiring excessive effort or one that puts the shoulder under unnecessary risk. || Maintain more tension through the pecs by not locking out the elbows entirely. || Keep the weights slightly tilted at a 45 degree angle in order to keep the elbows in a neutral position. || Don’t allow the dumbbells to collide at the top of each rep - bouncing them together may cause you to lose stability within the shoulder and injure yourself. || Squeeze the dumbbells as tight as possible to improve a phenomenon known as “irradiation” which promotes greater shoulder stability. || Don’t bounce the elbows off the floor at the bottom of the rep. Doing so may result in injury due to the compressive forces being generated between the weight and the floor. || Ensure you maintain some tension in your abs and don’t allow your lower back to excessive arch.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Alternating Lying Dumbbell Extension ,https://www.muscleandstrength.com/exercises/alternate-lying-dumbbell-extension.html,,,Push,Isolation,Dumbbell,Intermediate,Triceps,None,"Set up for the exercise by setting a pair of dumbbells at the end of a flat bench. || Pick up the dumbbells off the floor using a neutral grip (palms facing in), position the ends of the dumbbells on your thighs, and sit down on the bench. || To get in position you need to rock back pushing the dumbbells back with your thighs and only slightly bending at the elbows. || Now you should be in a position to start the set, laying back on the bench and holding the dumbbells straight up above your chest with a neutral grip. || Slowly lower the left dumbbell down by bending only at the elbow. You will be moving in a semi-circular motion until the dumbbell is about even with your left ear. Continue to hold the right dumbbell in place. || Pause, and then raise the dumbbell back to the starting position. || Repeat the movement with your right arm and then repeat for desired reps.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Seated Alternating Bent Over Dumbbell Kickback ,https://www.muscleandstrength.com/exercises/alternate-seated-bent-over-dumbbell-kickback.html,,,Push,Isolation,Dumbbell,Beginner,Triceps,None,"Select the appropriate dumbbells and place them on the floor in front of a flat bench. || Sit on the end of the bench and pick up the dumbbells with a neutral grip (palms facing inward). Your feet should be around shoulder-width apart. || Get into the starting position by keeping your back straight and bending over at the waist. Your torso should almost be parallel to the floor. || Tuck your upper arms close to your torso and bend at the elbows, forming a 90-degree angle with your upper arms and forearms. This is the starting position. || Beginning with your left arm and moving only at the elbow, raise the dumbbell behind you until your arm is fully extended. || Pause, and then lower the dumbbell back to the starting position. || Repeat this movement with your right arm and then repeat for desired reps.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,45 Degree Lying Tricep Extension ,https://www.muscleandstrength.com/exercises/back-of-the-head-lying-tricep-extension.html,This exercise is a variation of the lying tricep extension (or skull crusher).,This exercise is a variation of the lying tricep extension (or skull crusher).,Push,Isolation,Barbell,Beginner,Triceps,None,"Sit on the end of a flat bench with a barbell on your thighs. || Grip the barbell with an overhand (palms facing down) with your hands about shoulder width apart. || Bring the bar up to your chest and lay down on your back. || Extend your arms straight up above your chest. || Keeping your arms straight, move the bar back to the position shown in the video above. || Keeping your elbows fixed in place and not pointing out, slowly lower the bar until it is almost touching the top of your head or bench behind your head. || Pause, and then slowly extend your arms back to the starting position. || Do not lock your elbows out, and then repeat for desired reps.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Band Assisted Dip ,https://www.muscleandstrength.com/exercises/band-assisted-dip,"The band assisted dip is a way for lifters who cannot perform bodyweight dips to progress to the point where they are able to do so. A variation of the tricep dip , the band assisted dip is used by those seeking to strengthen and build the muscles of the triceps, chest, and shoulders.","The band assisted dip is a way for lifters who cannot perform bodyweight dips to progress to the point where they are able to do so. A variation of the tricep dip , the band assisted dip is used by those seeking to strengthen and build the muscles of the triceps, chest, and shoulders.",Push (Bilateral),Compound,Bands,Beginner,Triceps,"Chest, Shoulders","Attach a band to each of the handles on the dip station. || Step up onto the dip station (if possible) and place both knees in the center of the band while positioning your hands on the handles with a neutral grip. || Initiate the dip by unlocking the elbows and slowly lowering the body until the forearms are almost parallel with the floor. || Control the descent to parallel and then drive back to the starting position by pushing through the palms. || Repeat for the desired number of repetitions. || Technically there are two ways to perform dips - neither is wrong, just different movement with different purposes: Staying upright and keeping the elbows in close to increase tricep recruitment. Leaning forward with elbows wider to increase chest recruitment. || Staying upright and keeping the elbows in close to increase tricep recruitment. || Leaning forward with elbows wider to increase chest recruitment. || If possible, keep the legs straight down while bracing the glutes and abs to limit excessive spinal movement. || If no dip station with steps is available, position a box underneath the handles to boost yourself up to the bars. || If no box is available, then jump into position. || Don’t allow the head to jut forward during the descent. || Ensure the elbows stay just short of lockout to keep tension on the triceps. || Experiment with a false grip by wrapping the thumb over the bar as this may be more comfortable for some.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Banded Skullcrusher ,https://www.muscleandstrength.com/exercises/banded-skullcrusher,"The banded skullcrusher is a variation of the skullcrusher and an exercise used to build the muscles of the triceps. The band used during the banded skullcrusher provides accommodating resistance, meaning more resistance is put on the targeted muscle group as you move through the exercise’s range of motion.","The banded skullcrusher is a variation of the skullcrusher and an exercise used to build the muscles of the triceps. The band used during the banded skullcrusher provides accommodating resistance, meaning more resistance is put on the targeted muscle group as you move through the exercise’s range of motion.",Push (Bilateral),Isolation,Bands,Beginner,Triceps,None,"Wrap a band around a flat bench and assume a seated position. || Grasp the handle with a pronated grip (palm facing down) and lay back to a supine position with the bar positioned at chest height. || Press the band to extension and begin the movement by flexing the elbows and allowing the band to drop over your head while the triceps stretch. || Extend the elbows and flex the triceps to bring the bar back to the starting position. || Repeat for the desired number of repetitions. || If you want to keep more tension in the triceps, don’t lock the elbows out entirely. || If these bother your elbows, consider using the dumbbell version, and don’t come to complete lockout. || Ensure the shoulder blades don’t tilt forward as you extend the elbows. || Keep some tension through the abs and don’t allow the lower back to arch excessively as the band goes overhead.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Banded Tricep Extension ,https://www.muscleandstrength.com/exercises/banded-tricep-extension,"The banded tricep extension is a variation of the tricep extension and an exercise used to target the muscles of the tricep. The banded tricep extension incorporates the use of bands to provide accommodating resistance, which provides a greater amount of resistance to the target muscle group the closer one gets to a complete contraction.","The banded tricep extension is a variation of the tricep extension and an exercise used to target the muscles of the tricep. The banded tricep extension incorporates the use of bands to provide accommodating resistance, which provides a greater amount of resistance to the target muscle group the closer one gets to a complete contraction.",Push (Bilateral),Isolation,Bands,Beginner,Triceps,None,"Attach a band to a stable implement above head height and assume a standing position. || Grasp the band with a neutral grip (palms facing in) and lean forward slightly by hinging at the hips. || Initiate the movement by extending the elbows and flexing the triceps. || Pull the band downward until the elbows are almost locked out and then slowly lower under control back to the starting position. || Repeat for the desired number of repetitions. || If you want to keep more tension in the triceps, don’t lock the elbows out entirely. || Imagine there’s a screw running through your elbow and don’t allow them to move in front of the body as you extend at the bottom of the movement. || Experiment with static elbow positioning throughout the lift - some may find that they get a better stretch in the bottom portion of the movement by allowing their elbows to drift behind the body during the eccentric portion of the movement (similar to a drag curl). || Ensure the shoulder blades don’t tilt forward as you extend the elbows.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Bent Over Dumbbell Tricep Kickback ,https://www.muscleandstrength.com/exercises/bent-over-dumbbell-kickback.html,"The bent over dumbbell tricep kickback is a classic tricep exercise that has been used for ages. When performing bent over dumbbell tricep kickbacks, the movement should be slow and focused. The point of this exercise is to get a good contraction on the triceps and establish a mind-muscle connection. The bent over dumbbell tricep kickback is typically included in hypertrophy-based splits and are also an excellent tricep finisher at the end of your workout.","The bent over dumbbell tricep kickback is a classic tricep exercise that has been used for ages. When performing bent over dumbbell tricep kickbacks, the movement should be slow and focused. The point of this exercise is to get a good contraction on the triceps and establish a mind-muscle connection. The bent over dumbbell tricep kickback is typically included in hypertrophy-based splits and are also an excellent tricep finisher at the end of your workout.",Push (Bilateral),Isolation,Dumbbell,Beginner,Triceps,None,"Select the desired weight from the rack and stand in an open area. || Hinge forward, row the dumbbells into position, then extend the elbows while flexing the triceps. || Slowly lower the dumbbells back to the starting position and repeat for the desired number of repetitions. || Hinge forward from the hips, there shouldn’t be excessive curvature within the lumbar spine. || Don’t overextend through the lumbar spine, keep some tension through the abdominals. || Exhale as you extend the dumbbell behind your body and flex the tricep. || Keep the head in a fairly neutral position, focus on a spot on the floor and complete all of the assigned repetitions.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Cable Concentration Tricep Extension ,https://www.muscleandstrength.com/exercises/cable-concentration-tricep-extension.html,The cable concentration tricep extension is a great exercise fur truly isolating the triceps.,The cable concentration tricep extension is a great exercise fur truly isolating the triceps.,Push,Isolation,Cable,Beginner,Triceps,None,"Set up for the exercise by attaching a single grip handle to a high pulley cable machine and selecting the weight you want to use on the stack. || Grab the handle with an underhand grip (palm facing up) with your right hand. || Turn so your left side is facing the cable machine and drop your left knee to the floor. || Your right thigh should be parallel to the floor, as it will be used as a support during the exercise. || Position the back of your elbow (bottom of the tricep) against your inner right thigh. This is the starting position for the exercise. || Keeping your body fixed, slowly extend the arm as far as possible. || Squeeze the tricep, and then slowly lower the weight back to the starting position.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Cable Tricep Extension With V-Bar ,https://www.muscleandstrength.com/exercises/cable-tricep-extension-with-v-bar.html,"The V-bar tricep extension is a variation of the cable tricep extension and an exercise used to build the muscles of the triceps. Well-built triceps also have a lot of positive carryover into your pressing movements such as bench press variations and shoulder press variations. The V-bar tricep extension can be included in your tricep workouts , upper body workouts, push workouts, and full body workouts .","The V-bar tricep extension is a variation of the cable tricep extension and an exercise used to build the muscles of the triceps. Well-built triceps also have a lot of positive carryover into your pressing movements such as bench press variations and shoulder press variations. The V-bar tricep extension can be included in your tricep workouts , upper body workouts, push workouts, and full body workouts .",Push (Bilateral),Isolation,Cable,Beginner,Triceps,None,"Attach a v-bar to a cable stack as high as possible and assume a standing position. || Grasp the v-bar with a semi pronated grip (palms slightly facing) and lean forward slightly by hinging at the hips. || Initiate the movement by extending the elbows and flexing the triceps. || Pull the handle downward until the elbows are almost locked out and then slowly lower under control back to the starting position. || Repeat for the desired number of repetitions. || If you want to keep more tension in the triceps, don’t lock the elbows out entirely. || Imagine there’s a screw running through your elbow and don’t allow them to move in front of the body as you extend at the bottom of the movement. || Experiment with static elbow positioning throughout the lift - some may find that they get a better stretch in the bottom portion of the movement by allowing their elbows to drift behind the body during the eccentric portion of the movement (similar to a drag curl). || Ensure the shoulder blades don’t tilt forward as you extend the elbows.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Cable Tricep Kickback ,https://www.muscleandstrength.com/exercises/cable-tricep-kickback.html,,,Push,Isolation,Cable,Beginner,Triceps,None,"Set up for the cable tricep kickback by attaching a single grip handle to a low pulley cable machine and selecting the weight you want to use. || Grab the handle using your left hand with an overhand grip and take a step back from the cable machine. || Keeping your feet together and knees slightly bent, bend down until your body is around parallel to the floor. || Use your free right hand to stabilize yourself. || Bring the elbow up as far as possible and keep it tight by your side. This is the starting position for the exercise. || Keeping your elbow in place and your body fixed, extend your arm out as far as possible. || Squeeze the tricep, and then slowly lower the weight back to the starting position.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,California Skullcrusher ,https://www.muscleandstrength.com/exercises/california-skullcrusher,"The California skullcrusher is a variation of the EZ bar skullcrusher . To perform a California skullcrusher, you do a combo movement that is one half skullcrusher and one half pullover . The additional stretch provides a greater range of motion and longer time under tension for the triceps. The California skullcrusher is an effective tricep builder and should be included in your workout programs , at least for a mesocycle.","The California skullcrusher is a variation of the EZ bar skullcrusher . To perform a California skullcrusher, you do a combo movement that is one half skullcrusher and one half pullover . The additional stretch provides a greater range of motion and longer time under tension for the triceps. The California skullcrusher is an effective tricep builder and should be included in your workout programs , at least for a mesocycle.",Push (Bilateral),Isolation,EZ Bar,Beginner,Triceps,None,"Select your desired weight and sit on the edge of a flat bench. || To get into position, lay back and keep the bar close to your chest using a neutral grip. Once you are supine, press the weight to lockout. || Unlock the elbows and allow the ez bar to drop toward your forehead or just above. || Once your forearms reach parallel or just below, allow the upper arms to extend overhead (similar to a pullover). || As the arms reach full extension, pull the elbows back to the starting position and then extend the elbows while flexing the triceps to lockout the weight. || Repeat for the desired number of repetitions. || Don’t overextend through the lumbar spine, keep your ribcage down by maintaining tension through the abs and glutes. || Using a slow eccentric (lowering portion) of the exercise can help to improve tension and mind muscle connection. || Keep the head in a fairly neutral position, don’t allow the neck to jut forward as this may place excessive pressure on the cervical spine. || In order to keep tension on the triceps, don’t lock out the elbows completely. || If you experience elbow pain during the movement, consider implementing a slight angle (incline or decline) or adjust elbow position (in versus out). || You may slightly reduce tension through the ligamentous portions of the triceps during the movement by keeping the bar just above your head and not locking out directly over your line of sight.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Close Grip Bench Press ,https://www.muscleandstrength.com/exercises/close-grip-bench-press.html,"The close grip bench press is a variation of the bench press and an exercise used to build muscle and strength in the triceps. The movement will also indirectly target the muscles of the chest and shoulders. The close grip bench press is a superior movement when we’re talking about exercises that will pack mass onto your triceps. That said, use of close grips can provide some shoulder and elbow discomfort for some. This exercise can be included in your tricep workouts , push workouts, upper body workouts, and full body workouts .","The close grip bench press is a variation of the bench press and an exercise used to build muscle and strength in the triceps. The movement will also indirectly target the muscles of the chest and shoulders. The close grip bench press is a superior movement when we’re talking about exercises that will pack mass onto your triceps. That said, use of close grips can provide some shoulder and elbow discomfort for some. This exercise can be included in your tricep workouts , push workouts, upper body workouts, and full body workouts .",Push (Bilateral),Compound,Barbell,Beginner,Triceps,"Chest, Shoulders","Lie flat on a bench and set your hands at shoulder width. || Set your shoulder blades by pinching them together and driving them into the bench. || Take a deep breath and allow your spotter to help you with the lift off in order to maintain tightness through your upper back. || Let the weight settle and ensure your upper back remains tight after lift off. || Inhale and allow the bar to descend slowly by unlocking the elbows. || Lower the bar in a straight line to the base of the sternum (breastbone) and touch the chest. || Push the bar back up in a straight line by pressing yourself into the bench, driving your feet into the floor for leg drive, and extending the elbows. || Repeat for the desired number of repetitions. || Technique first, weight second - no one cares how much you bench if you get injured. || Keep the bar in line with your wrist and elbows and ensure it travels in a straight line. To keep the wrist straight, try to position the bar as low in the palm as possible while still being able to wrap the thumb. || If you want to keep more tension through the triceps and chest, stop each repetition just short of lockout at the top. || The elbows will be tucked more than a normal bench due to the decrease grip width but if you experience shoulder pain during this variation you may have to slightly tweak grip width and elbow tuck to provide more space within the shoulder capsule. || Arching may be advisable depending upon your goals but ensure that most of the arch comes from the mid to upper back and not your lower back. If your lower back is cramping as you set up for the lift, you’re out of position and putting yourself at risk for potential injury. || The bar should touch your chest with every single repetition. If you want to overload specific ranges of motion, look into board presses or accommodating resistance with chains or bands. || As the bar descends, aim for your sternum (breastbone) or slightly below depending upon the length of your upper arm to promote a linear bar path. || Intermediate and advanced lifters may use a thumbless or “suicide” grip but for the majority of lifters, it would be wiser to learn how to bench with the thumb wrapped around the bar at first. || Fight to the urge to allow the wrists to roll back into extension, think about rolling your knuckles toward the ceiling. || Experiment with grip width - if your have longer arms you may need to use a slightly wider grip. However, if you’re feeling pressure in the front of the shoulder during the exercise, you may need to widen your grip, improve scapular retraction, or slightly lessen the range of motion via exercises such as floor or board presses. || Squeeze the bar as tightly as possible to help enhance shoulder stability. || Some lifters prefer to tuck their toes while other prefer to keep the feet flat to optimize leg drive - experiment with both and see which one feels and allows for greater power production. || Ensure the shoulder blades remain retracted and don’t allow them to change position as you press. || The bar should descend under control and touch the lifter’s chest - no bouncing or excess momentum. || Think about trying to push yourself away from the bar instead of pushing the bar off of you. || Tightness through the upper back should be one of your main priorities throughout the course of the lift. || Ideally, use a spotter to help assist with the lift off in order to maintain tension through the upper back. || Keep the feet quiet throughout the lift and utilize leg drive by pushing your feet into the floor and squeezing your glutes to stabilize the pelvis. || Focus on pulling the bar apart or trying to “bend the bar” to activate some of the intrinsic stabilizers in the shoulder. || The glutes and shoulder blades should maintain contact with the bench throughout the entirety of the movement.",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
Triceps,https://www.muscleandstrength.com/exercises/triceps,Close Grip Chest Press ,https://www.muscleandstrength.com/exercises/close-grip-chest-press.html,,,Push,Compound,Barbell,Beginner,Triceps,Chest,"Set up for the close grip chest press by adjusting the rack height (if adjustable) and loading the weight you want to use on the barbell. || Lay back on the bench with your feet firmly on the floor. || Grab the bar with an overhand grip (palms facing your feet) with your hands around 12 inches apart. || Take the barbell off the rack and hold it straight above your chest. Bend the elbows slightly to take the weight onto your chest/triceps. || Slowly lower the bar to your middle chest. || Pause, then slowly push the bar back to the starting position. Don't lock your elbows out!",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,ok
